Location,Bedrooms,Bathrooms,Amenities,Price
"Westlands Area, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 280,000
 / mont"
Kilimani,2,,"['Backup Generator', 'Kids Play Area', 'Lift/Elevator', 'Parking']"," 200,000
 / mont"
"Rosslyn, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 170,000
 / mont"
Lavington,3,4,[]," 110,000
 / mont"
Lavington,5,,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters', 'Swimming Pool']"," 450,000
 / mont"
"Off kiambu road, Kiambu Road",4,4,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 260,000
 / mont"
"Lantana road, Westlands Area, Westlands",,,"['Aircon', 'Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 200,000
 / mont"
"Kileleshwa, KILELESHWA",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Kileleshwa, KILELESHWA",3,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 160,000
 / mont"
"Kileleshwa, KILELESHWA",1,1,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 75,000
 / mont"
"Kileleshwa, KILELESHWA",2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 95,000
 / mont"
"kilimani, Kilimani",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Off Waiyaki Way, Westlands Area, Westlands",4,4,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 28,500,000
 / mont"
"Riverside, Westlands",2,,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 270,000
 / mont"
"Runda, Westlands",5,6,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 480,000
 / mont"
"Ngong road, Ngong Road",3,2,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Kids Play Area', 'Parking', 'Service Charge Included']"," 80,000
 / mont"
"Thigiri, Westlands",5,4,"['BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Staff Quarters']"," 400,000
 / mont"
"Rosslyn lone tree estate rd, 1, Rosslyn, Westlands",5,6,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 4,300
 / mont"
"Westlands Area, Westlands",,,"['Aircon', 'CCTV', 'Fibre Internet', 'Furnished']"," 590,739
 / mont"
"Waiyaki way, Waiyaki Way, Westlands",,,"['Aircon', 'Backup Generator', 'CCTV', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 108,680
 / mont"
"Old kitisuru, Kitisuru, Westlands",6,6,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
"Lakeview, Lake View, Westlands",4,4,"['Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"Rosslyn, Westlands",4,4,"['Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 390,000
 / mont"
"Kitisuru, Westlands",5,5,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 1,200,000
 / mont"
South C,3,3,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool']"," 120,000
 / mont"
South C,2,2,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool']"," 70,000
 / mont"
South C,1,1,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool']"," 60,000
 / mont"
"Westlands, Westlands Area",,,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Parking']"," 120,000
 / mont"
"Peponi road, Westlands Area, Westlands",2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Westlands, Westlands Area",2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
Karen,5,6,"['Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool']"," 400,000
 / mont"
"kitisuru, Kitisuru, Westlands",5,5,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 1,200,000
 / mont"
"kilimani, Kilimani",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 380,000
 / mont"
Karen,4,5,"['Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters']"," 350,000
 / mont"
"riverside, Riverside, Westlands",5,6,"['Aircon', 'Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
"Kunde Road, Lavington",,,"['Garden', 'Parking']"," 420,000
 / mont"
Karen,4,,[]," 220,000
 / mont"
"Silanga, Close, Karen",1,1,"['Balcony', 'Borehole', 'CCTV', 'En Suite', 'Furnished', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 90,000
 / mont"
"Old kitisuru, Kitisuru, Westlands",6,6,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 100,000
 / mont"
"Rosslyn, Westlands",4,4,"['Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 390,000
 / mont"
"Riverside Drive, Riverside, Westlands",3,3,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 350,000
 / mont"
Kileleshwa,1,1,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 75,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 100,000
 / mont"
Lavington,5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 500,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 170,000
 / mont"
Kilimani,2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 285,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 140,000
 / mont"
Kilimani,3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 110,000
 / mont"
Karen,4,,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 370,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Kilimani,3,3,[]," 105,000
 / mont"
"Rhapta rd, Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 155,000
 / mont"
"Nyari, Westlands",1,1,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 160,000
 / mont"
"Maji Mazuri Road, Lavington",4,4,"['Backup Generator', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool']"," 4,000
 / mont"
Lavington,5,,"['Balcony', 'Bus Stop', 'Electric Fence', 'Garden', 'Gated Community', 'Hospital', 'Parking', 'School', 'Shopping Centre', 'Staff Quarters']"," 250,000
 / mont"
"lavington, Lavington",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 230,000
 / mont"
"Near Oshwal School, Westlands Area, Westlands",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Near Oshwal School, Westlands Area, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 220,000
 / mont"
"Riverside, Westlands",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 380,000
 / mont"
"Parklands, Westlands",3,3,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 250,000
 / mont"
,,,[],
"Gigiri, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 350,000
 / mont"
"Nyari, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 600,000
 / mont"
"Runda, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 520,000
 / mont"
"Lakeview, 89, Lake View, Westlands",5,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Runda, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 350,000
 / mont"
"Runda, Westlands",5,5,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Parking']"," 400,000
 / mont"
"Kyuna, Westlands",4,4,"['Aircon', 'BBQ', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking']"," 350,000
 / mont"
"Brookside drive, Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 165,000
 / mont"
Karen,5,5,"['Alarm', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 450,000
 / mont"
"mukoma road, Karen",5,5,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
"hadheru road, Lavington",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 100,000
 / mont"
Jamhuri,3,2,"['Balcony', 'En Suite', 'Parking', 'Service Charge Included']"," 50,000
 / mont"
Kileleshwa,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 100,000
 / mont"
Kileleshwa,1,1,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 80,000
 / mont"
Karen,4,4,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 380,000
 / mont"
Lavington,4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 450,000
 / mont"
"Njumbi road, Lavington",4,4,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"Nyari, Westlands",5,5,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Lavington,5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 630,000
 / mont"
"Nyari, Westlands",6,7,"['Alarm', 'BBQ', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 650,000
 / mont"
"Parklands, Westlands",3,4,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 160,000
 / mont"
Kileleshwa,2,2,"['BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 75,000
 / mont"
